tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
9.457483,7.312646,9.913153,7.514041,5.082156,-1.940638,-1.449847,-1.69167,0.060665,0.491509,0.292704,0.58885,0.0290724,unstable
5.201936,8.08779,7.256926,1.051904,2.514551,-0.575458,-0.803701,-1.135392,0.207714,0.904083,0.94447,0.916968,0.0392829,unstable
1.436834,8.889117,3.252249,5.230003,4.454264,-1.53492,-1.066066,-1.853278,0.537264,0.999484,0.493742,0.480819,0.0207782,unstable
1.174148,6.402859,1.739865,4.409822,3.006038,-1.244556,-0.554742,-1.20674,0.2646,0.943253,0.503987,0.749543,0.02842844,unstable
2.083708,6.830467,9.282428,3.98078,4.200403,-1.584315,-1.431524,-1.184564,0.723669,0.29202,0.881989,0.581577,0.02063718,unstable
3.860044,5.133301,2.98501,6.479086,4.531881,-1.179021,-1.934946,-1.417913,0.772195,0.066703,0.769955,0.879814,0.05190099,unstable
7.419961,2.183085,3.186001,5.614087,4.747364,-1.853876,-1.947996,-0.945493,0.533735,0.100965,0.093026,0.413499,-0.01408407,stable
8.639584,8.172126,4.560908,9.719476,3.602278,-0.631853,-1.195898,-1.774526,0.689011,0.333494,0.980587,0.395138,0.05793755,unstable
9.362567,4.505714,3.31805,7.787433,4.037838,-1.778822,-1.387745,-0.871271,0.500783,0.464224,0.578763,0.808573,0.04698882,unstable
4.785259,2.882216,3.600115,0.818845,3.73772,-1.330611,-0.803039,-1.60407,0.653296,0.533501,0.932019,0.198126,0.0320453,unstable
1.189693,2.913314,9.938962,2.930974,4.46462,-0.657884,-1.862963,-1.943773,0.443182,0.955823,0.931798,0.963087,-0.02377091,stable
1.955782,2.596848,1.928517,9.253003,4.092091,-1.573794,-1.920436,-0.597861,0.522546,0.419594,0.381772,0.574401,-0.02345913,stable
2.722142,4.04695,5.367808,5.556717,3.917281,-1.69755,-0.573621,-1.646109,0.137981,0.605681,0.384606,0.362576,0.001512132,unstable
8.708112,6.695561,2.551532,5.305108,4.843068,-1.420805,-1.885099,-1.537164,0.056574,0.666815,0.750439,0.135534,-0.01026442,stable
2.320936,7.492686,3.065,5.723006,3.490672,-0.978105,-1.977882,-0.534685,0.623549,0.594087,0.491201,0.237573,-0.002013589,stable
2.439797,7.524113,2.323148,9.080171,5.393139,-1.64755,-1.980818,-1.764771,0.11795,0.745094,0.543976,0.494034,0.01639294,unstable
2.836376,9.366717,8.94437,2.530206,4.060159,-1.396142,-1.462919,-1.201098,0.257333,0.359687,0.565438,0.146109,0.0002025566,unstable
7.855018,0.698896,7.970597,5.324314,4.127798,-1.362818,-0.82614,-1.93884,0.273826,0.587045,0.469002,0.723297,0.002803421,unstable
5.863357,1.650285,3.359255,7.666286,4.430955,-1.80814,-1.188008,-1.434807,0.186458,0.741734,0.86269,0.869608,0.02032422,unstable
8.943611,7.685721,9.609672,4.471229,4.299461,-1.526785,-1.551977,-1.220699,0.779865,0.937808,0.112298,0.792832,0.07073478,unstable
8.88346,8.853581,5.203929,3.047481,5.08315,-1.173829,-1.958547,-1.950774,0.969344,0.514667,0.169982,0.956304,0.04688333,unstable
5.468928,7.024552,3.329559,1.897086,2.795591,-0.926502,-0.689473,-1.179616,0.097429,0.560858,0.051761,0.195165,-0.02721616,stable
6.169851,7.933954,9.992982,4.904139,3.377514,-1.214289,-0.782648,-1.380577,0.449759,0.085478,0.870402,0.343251,0.03570049,unstable
8.202353,4.459516,4.187548,9.759274,5.163516,-1.330862,-1.840032,-1.992622,0.83486,0.18114,0.972901,0.58839,0.05826989,unstable
6.652742,1.67354,1.797913,3.048597,2.932092,-1.365318,-0.645381,-0.921393,0.197467,0.674899,0.549708,0.799001,-0.03694113,stable
1.032072,3.324445,3.58858,8.29251,2.793533,-1.003913,-1.062793,-0.726827,0.396466,0.0656,0.350008,0.540457,-0.04192473,stable
8.951209,9.714933,2.492407,7.973271,3.653434,-0.843112,-1.748137,-1.062185,0.904174,0.22812,0.77885,0.174688,0.0220887,unstable
7.513027,6.048432,6.509871,5.922819,3.788918,-1.494908,-1.450845,-0.843165,0.497383,0.168621,0.668516,0.254378,0.03399069,unstable
6.607151,8.032126,0.576924,8.485689,3.754284,-0.672526,-1.889003,-1.192756,0.834592,0.68607,0.983916,0.48325,0.02721879,unstable
6.745668,3.56747,7.316833,1.618162,2.807838,-0.760094,-0.883659,-1.164085,0.396385,0.143758,0.689236,0.446821,0.0020973,unstable
4.998659,8.462644,8.67596,5.705783,2.843694,-0.580528,-0.876838,-1.386329,0.893851,0.423666,0.932233,0.067828,0.06111599,unstable
5.830045,8.642015,6.009083,8.291208,2.745804,-0.646777,-1.137194,-0.961833,0.090602,0.870737,0.510433,0.578791,0.05809659,unstable
9.202007,5.719473,7.863844,1.997121,4.381857,-0.676614,-1.990993,-1.71425,0.602102,0.922012,0.7957,0.691902,0.06149613,unstable
3.134112,7.608772,4.943759,9.857573,3.525811,-1.125531,-1.845975,-0.554305,0.79711,0.45545,0.656947,0.820923,0.04986037,unstable
9.176565,2.122003,2.44535,5.179666,3.234136,-0.599726,-1.546448,-1.087962,0.308109,0.329717,0.583322,0.336831,-0.03167966,stable
7.531821,0.900679,7.819467,1.79099,4.389876,-1.181122,-1.484917,-1.723838,0.276879,0.170642,0.390087,0.560617,-0.04744264,stable
0.644869,1.332601,6.21436,4.742146,5.512211,-1.989739,-1.654886,-1.867585,0.783602,0.188366,0.204736,0.325207,-0.03979229,stable
2.559069,8.558283,0.631103,0.851496,2.664619,-1.06991,-0.922865,-0.671844,0.974979,0.166986,0.734651,0.481734,-0.03577628,stable
3.575569,8.726841,6.709727,4.193331,4.725982,-1.925875,-1.346697,-1.45341,0.808174,0.518958,0.846631,0.647026,0.06767565,unstable
9.028107,5.805526,9.494427,6.997344,3.775656,-1.79226,-1.044114,-0.939282,0.205332,0.340003,0.216696,0.581188,0.01839876,unstable
1.002704,8.288354,5.265619,2.264425,3.918062,-1.872155,-0.916893,-1.129014,0.164657,0.825726,0.460936,0.48668,0.007908126,unstable
7.344368,8.525591,6.803521,2.915511,3.028212,-1.018341,-0.754597,-1.255274,0.763529,0.910002,0.975814,0.146971,0.08416257,unstable
2.353451,3.87006,8.374441,1.343746,5.394477,-1.870434,-1.738353,-1.78569,0.147467,0.079513,0.370647,0.334819,-0.04266167,stable
9.427246,2.83603,3.42237,3.940812,4.227614,-1.350384,-1.120682,-1.756548,0.768944,0.160728,0.840538,0.957978,0.03212043,unstable
7.837594,1.666656,9.140912,6.879824,4.605802,-1.065972,-1.555393,-1.984438,0.979653,0.542173,0.567663,0.693366,0.06042773,unstable
8.456304,9.251273,9.421326,5.272365,2.817529,-0.568253,-0.621102,-1.628174,0.165193,0.146552,0.058582,0.889647,-0.001550189,stable
8.610911,2.119236,9.038753,9.445333,3.135891,-0.977124,-1.052052,-1.106715,0.732063,0.404441,0.326272,0.166501,0.01688414,unstable
9.097629,7.895145,8.501274,7.837818,3.366299,-0.659356,-1.85666,-0.850283,0.633081,0.14448,0.776211,0.501516,0.06167013,unstable
7.084135,8.578033,7.763756,2.618585,4.261561,-1.294133,-1.596176,-1.371251,0.603369,0.684889,0.745613,0.814873,0.06301416,unstable
8.342632,2.239916,8.197315,3.372954,2.785844,-1.109786,-0.57059,-1.105467,0.521415,0.597452,0.319708,0.25148,-0.008558503,stable
1.902788,2.856663,6.143115,9.414482,3.609425,-1.685082,-0.714671,-1.209672,0.130134,0.329251,0.910921,0.19101,0.0006426997,unstable
4.466782,9.342485,4.33938,5.359901,3.960806,-1.902784,-1.225489,-0.832532,0.765921,0.925447,0.622864,0.774458,0.07829483,unstable
9.344522,7.557383,2.049719,7.268904,3.420513,-1.339259,-1.303198,-0.778056,0.705492,0.960807,0.298387,0.298898,0.05357658,unstable
4.587664,6.167594,1.385392,6.797518,3.184152,-1.670816,-0.976461,-0.536874,0.516567,0.250312,0.147478,0.47416,-0.003620833,stable
8.744649,8.736743,9.015627,6.930885,4.568499,-1.133049,-1.694065,-1.741385,0.443456,0.444989,0.472685,0.099363,0.03462658,unstable
0.683332,7.390981,9.429479,7.749119,4.327967,-1.982419,-1.757982,-0.587566,0.123828,0.177325,0.843209,0.316931,0.02236657,unstable
4.502913,3.248688,1.381383,6.819739,4.760904,-1.239153,-1.817836,-1.703915,0.618239,0.196466,0.3905,0.492471,-0.01087831,stable
3.651671,1.583068,5.934104,3.73283,4.112392,-1.644613,-0.609483,-1.858296,0.473868,0.585174,0.805294,0.653686,0.03724288,unstable
5.836455,3.189048,2.777446,0.767827,3.682379,-1.467266,-1.657586,-0.557527,0.242964,0.059078,0.103995,0.376981,-0.04184231,stable
5.944811,3.468678,4.233544,2.296484,3.842573,-1.957998,-0.525761,-1.358814,0.131294,0.562935,0.616938,0.077808,-0.02406681,stable
3.306136,3.891442,9.559042,2.734526,4.915254,-1.593163,-1.545645,-1.776446,0.759923,0.311138,0.100533,0.625781,-0.02166226,stable
2.045967,2.766099,5.359656,5.076072,4.864915,-1.917315,-0.959986,-1.987615,0.874374,0.796852,0.133127,0.308609,-0.01059919,stable
2.956321,9.444764,6.723649,7.887513,3.983005,-0.516929,-1.896336,-1.56974,0.628243,0.217441,0.232299,0.256536,-0.02060285,stable
9.517466,5.242224,9.552903,4.026993,3.786292,-1.344332,-1.662156,-0.779803,0.479202,0.113285,0.177737,0.374544,-0.007307671,stable
9.784779,5.568203,8.860662,4.277909,4.757239,-1.717323,-1.337995,-1.701921,0.330673,0.706308,0.862738,0.865536,0.06884025,unstable
0.699534,8.884161,5.755832,2.172212,2.469186,-0.521009,-1.109943,-0.838234,0.348321,0.963649,0.16358,0.307816,-0.005373434,stable
3.861668,2.025344,6.9946,4.781781,3.898536,-0.739056,-1.63417,-1.52531,0.123335,0.307449,0.744676,0.49553,0.009691261,unstable
4.168551,6.872768,3.7922,8.621618,4.889249,-1.115761,-1.831242,-1.942246,0.445355,0.438898,0.604875,0.460518,0.02931308,unstable
8.601702,7.789067,9.781243,2.49055,3.020763,-1.33968,-0.875627,-0.805455,0.567707,0.49823,0.684182,0.913005,0.04336749,unstable
6.466078,8.473805,3.007339,8.602602,5.18021,-1.911334,-1.929678,-1.339198,0.867744,0.555528,0.120929,0.355797,0.04708977,unstable
6.636667,7.082853,3.366095,1.883178,3.88883,-1.166997,-1.348495,-1.373338,0.993061,0.087772,0.586752,0.264213,0.01950115,unstable
5.631618,4.156363,2.445698,2.497745,3.171529,-1.118982,-0.924877,-1.12767,0.476618,0.917519,0.813382,0.65031,0.05948896,unstable
9.377577,5.222936,9.008235,3.877697,4.200706,-1.213987,-1.112926,-1.873793,0.162717,0.247618,0.375622,0.827897,0.003683066,unstable
7.611079,2.437377,6.124628,9.116506,3.226731,-0.559718,-1.879268,-0.787746,0.719923,0.986352,0.495167,0.542594,0.0456124,unstable
2.830177,2.390956,5.153635,5.962474,3.343297,-0.641102,-1.512368,-1.189827,0.610957,0.096313,0.870443,0.166739,0.006334808,unstable
5.044036,9.934231,8.691137,6.980878,2.762758,-0.565533,-1.400751,-0.796473,0.948693,0.106891,0.959087,0.819895,0.08182806,unstable
4.105421,8.148034,6.586746,1.483714,3.288409,-0.957734,-0.884782,-1.445893,0.96962,0.769986,0.867666,0.111152,0.0679843,unstable
2.328076,8.459794,9.592594,4.198349,3.904309,-0.616786,-1.364759,-1.922764,0.97401,0.388639,0.37073,0.130086,-0.01269063,stable
1.398027,2.445243,2.415409,8.294163,4.277234,-1.786743,-1.511439,-0.979053,0.885247,0.465302,0.429517,0.728754,-0.01791674,stable
2.105715,1.226835,6.914066,9.447379,4.572369,-1.800657,-1.039323,-1.732389,0.25071,0.947931,0.35615,0.276071,-0.03151416,stable
0.998988,9.924916,8.926563,2.885941,3.660232,-1.103521,-1.105641,-1.45107,0.71766,0.954919,0.491107,0.692023,0.008260215,unstable
7.721816,6.666339,4.893023,3.858983,3.387339,-1.232411,-1.122815,-1.032113,0.666843,0.711518,0.266854,0.540636,0.05363294,unstable
1.072406,1.431497,4.362071,3.127862,4.301089,-1.928428,-1.011933,-1.360727,0.136757,0.19473,0.340123,0.934458,-0.04169897,stable
9.361715,4.945045,7.165871,4.809563,3.208918,-1.414847,-0.612763,-1.181308,0.4269,0.293266,0.331896,0.691286,0.02786994,unstable
9.851193,4.999493,5.498514,0.554788,3.54483,-1.423977,-1.128271,-0.992582,0.090487,0.44039,0.74727,0.856419,-0.0301139,stable
9.392952,9.922438,3.948905,5.993412,3.702677,-1.07983,-0.629315,-1.993532,0.750598,0.968933,0.87211,0.416434,0.07086913,unstable
1.22898,6.286403,6.300496,7.20338,2.252676,-1.007271,-0.664729,-0.580675,0.577179,0.721675,0.378849,0.859143,0.04599409,unstable
0.927241,5.628827,9.161523,4.776743,3.779244,-1.54135,-0.972044,-1.26585,0.69167,0.831448,0.199999,0.528115,0.001782677,unstable
5.158628,1.085925,3.973071,5.203801,3.111614,-1.42058,-1.106482,-0.584553,0.331226,0.755662,0.659432,0.204196,-0.02577031,stable
0.538411,3.500083,3.257497,7.129522,3.360531,-0.545654,-1.273041,-1.541836,0.591548,0.516993,0.505357,0.884869,0.001356144,unstable
7.157074,2.712106,9.539777,5.185341,3.255936,-0.704247,-0.706857,-1.844833,0.374917,0.397236,0.567602,0.248309,0.009814084,unstable
1.557886,6.693712,2.644974,9.020501,3.173266,-1.045684,-0.892713,-1.234869,0.440184,0.442518,0.888615,0.679146,0.002545378,unstable
7.107139,8.542196,9.175398,8.282814,5.818705,-1.869783,-1.965992,-1.98293,0.130467,0.871418,0.612947,0.223611,0.05256766,unstable
8.935188,3.773997,4.252022,1.42145,2.741844,-0.563888,-1.071867,-1.10609,0.273974,0.796069,0.840874,0.738929,0.01739268,unstable
2.016047,8.712659,5.364983,5.211559,3.342419,-0.841766,-1.834456,-0.666197,0.777479,0.447167,0.331208,0.230476,-0.01856866,stable
7.163994,2.065442,8.545275,5.423463,2.37692,-1.125311,-0.519573,-0.732037,0.200018,0.271252,0.498124,0.797885,0.02176422,unstable
9.07602,5.737931,7.065664,6.506124,3.065688,-0.889926,-1.592196,-0.583566,0.729264,0.658147,0.577821,0.50389,0.07294694,unstable
3.115653,1.887401,3.309433,7.00772,4.651984,-1.404378,-1.996458,-1.251149,0.243828,0.918134,0.193983,0.327495,-0.03240578,stable
5.40257,6.835191,3.266448,2.163049,2.709116,-0.649595,-1.248013,-0.811508,0.203076,0.788907,0.421454,0.120023,0.003730803,unstable
4.893856,8.419426,7.433398,2.702052,4.141063,-1.668908,-1.476281,-0.995874,0.402049,0.640118,0.305943,0.994018,0.0271245,unstable
9.536572,8.5362,8.257959,2.189585,3.963047,-1.047176,-1.676908,-1.238963,0.783292,0.481433,0.644327,0.80324,0.04769439,unstable
0.604801,8.969781,8.507868,1.976484,4.046814,-0.842553,-1.670159,-1.534101,0.612941,0.230628,0.730501,0.746682,-0.02801973,stable
5.931783,5.07545,0.936775,0.656644,4.219468,-1.021379,-1.245395,-1.952694,0.269191,0.995311,0.533575,0.395343,-0.02161858,stable
1.633015,5.009413,3.398355,7.138744,3.68857,-1.479549,-1.585928,-0.623094,0.061682,0.43181,0.777373,0.686735,0.02582866,unstable
3.709541,3.172825,7.467707,0.910834,3.883635,-1.17787,-0.875092,-1.830674,0.11823,0.671496,0.211316,0.646222,-0.05107567,stable
4.483132,8.095414,5.614785,9.968324,3.434628,-0.881602,-0.7047,-1.848326,0.899992,0.731068,0.206633,0.517664,0.05454366,unstable
1.002084,3.979788,6.269573,8.806182,4.521261,-0.732172,-1.892964,-1.896126,0.912407,0.284584,0.303184,0.378704,-0.03476045,stable
0.503284,4.688365,4.919883,5.605609,2.822605,-1.126742,-1.135869,-0.559993,0.41002,0.159209,0.596105,0.390351,-0.02861965,stable
6.898493,0.89297,0.829088,7.073462,3.870392,-1.987879,-1.11719,-0.765324,0.444061,0.319689,0.661333,0.811726,-0.01270972,stable
8.560696,3.022054,8.156982,7.758487,3.372537,-0.574802,-0.887459,-1.910276,0.982835,0.131136,0.377479,0.650131,0.06077566,unstable
9.389854,6.418951,7.720109,4.112747,4.527738,-1.779793,-1.341334,-1.406611,0.597742,0.69505,0.707205,0.614443,0.07019746,unstable
0.624852,2.753706,6.263796,0.909129,4.308092,-1.576179,-0.962934,-1.768978,0.631017,0.65957,0.343168,0.687779,-0.05006243,stable
7.572473,6.69191,8.482921,7.56363,4.905058,-1.672513,-1.924145,-1.3084,0.148311,0.598184,0.134831,0.287309,0.008658802,unstable
8.303524,7.204521,1.666704,2.088309,5.03239,-1.84011,-1.829488,-1.362791,0.753942,0.653187,0.686198,0.064264,0.01816612,unstable
1.689286,6.491261,9.050604,6.991552,2.840922,-0.943889,-0.572035,-1.324998,0.881305,0.68839,0.963855,0.54082,0.05122025,unstable
8.876254,1.194025,3.022388,0.527325,5.750334,-1.941862,-1.895688,-1.912784,0.207074,0.702717,0.308665,0.868238,-0.03673402,stable
1.720416,0.961461,7.976768,1.363837,3.299132,-1.074233,-1.099751,-1.125147,0.902871,0.632256,0.54442,0.266887,-0.08075989,stable
9.922678,8.844016,2.437071,5.67224,3.194741,-0.846892,-0.863909,-1.48394,0.349384,0.222835,0.4078,0.722767,0.008767018,unstable
9.522002,4.396378,4.695185,3.758101,3.898439,-1.61969,-1.544579,-0.73417,0.435927,0.185425,0.164118,0.945715,-0.002599112,stable
5.644457,1.653247,4.165404,3.752325,2.603472,-1.034794,-0.58626,-0.982419,0.777142,0.44089,0.613293,0.610562,0.0448618,unstable
0.792929,7.426643,2.331712,1.784818,4.2234,-1.624423,-0.645341,-1.953636,0.95715,0.787909,0.113468,0.762186,-0.03973208,stable
1.846272,8.931132,5.519828,9.617908,4.468416,-1.094006,-1.652546,-1.721864,0.283937,0.549612,0.286227,0.072401,-0.01679602,stable
9.034147,1.071635,5.478342,9.412525,3.405139,-1.163253,-1.653954,-0.587932,0.253609,0.77867,0.287026,0.221631,-0.03324492,stable
6.836982,9.666273,7.426696,4.970267,3.361971,-0.576022,-0.82552,-1.960429,0.160843,0.347951,0.591763,0.106057,0.01146308,unstable
5.91913,0.858515,9.738023,7.094908,3.018256,-1.036932,-1.370019,-0.611306,0.90169,0.446611,0.715193,0.946412,0.06248642,unstable
3.551685,2.013849,3.556517,3.294116,3.49974,-1.175974,-1.319802,-1.003965,0.543752,0.829254,0.277823,0.16689,-0.02512634,stable
2.561952,5.689922,9.782142,9.85018,2.374503,-0.543129,-0.929375,-0.901998,0.128221,0.192217,0.583713,0.467502,0.01917845,unstable
0.517145,8.186842,5.72064,1.611905,4.290835,-1.98369,-0.819723,-1.487423,0.779429,0.700936,0.21792,0.369534,-0.05021019,stable
4.85015,8.494147,7.131155,9.182933,3.49619,-1.026241,-0.618534,-1.851414,0.221908,0.74902,0.712004,0.584142,0.06590421,unstable
6.500208,3.769755,4.051404,5.633855,3.426807,-1.059824,-1.760541,-0.606443,0.592404,0.37275,0.329307,0.198811,0.006879504,unstable
8.400881,2.323564,3.288189,4.310187,2.366369,-0.715603,-1.087684,-0.563083,0.525681,0.222671,0.579851,0.88843,0.02252269,unstable
7.069739,0.69488,7.800863,5.909137,3.60665,-1.302899,-0.662114,-1.641637,0.526856,0.273312,0.071468,0.948378,0.02108637,unstable
9.80133,6.779335,1.483877,8.671184,3.987759,-1.071559,-1.542695,-1.373505,0.710615,0.503231,0.653949,0.122313,0.007830061,unstable
6.909506,7.120376,3.301456,0.689737,2.815229,-0.787994,-1.417924,-0.609311,0.309715,0.53464,0.573991,0.56443,-0.01908878,stable
5.325026,9.405276,4.008909,5.266958,4.170378,-1.776186,-1.473363,-0.92083,0.905241,0.99717,0.694611,0.904072,0.09375103,unstable
1.110971,4.622837,3.887445,9.422553,4.316322,-0.939988,-1.451411,-1.924923,0.964206,0.667689,0.978218,0.375406,-5.980917e-05,stable
8.513458,2.242003,6.721328,6.349421,4.493189,-1.97458,-1.849978,-0.668631,0.740887,0.593462,0.52928,0.954181,0.06600786,unstable
6.558036,9.31476,9.953791,6.696443,5.023312,-1.561347,-1.779252,-1.682713,0.368682,0.870308,0.2224,0.108892,0.03660413,unstable
5.973186,6.043118,5.996045,1.07694,3.828218,-0.989549,-1.079026,-1.759643,0.350475,0.128154,0.548861,0.503974,-0.02301313,stable
6.11287,9.814013,5.412575,6.225251,3.662749,-0.776592,-1.238631,-1.647526,0.535414,0.782021,0.059515,0.152784,0.02827353,unstable
6.183493,7.362794,9.343973,9.213503,5.361842,-1.797314,-1.916295,-1.648233,0.283822,0.386105,0.410262,0.68331,0.04619152,unstable
6.533349,5.822258,5.473416,2.279379,5.015188,-1.998995,-1.665121,-1.351072,0.677477,0.752495,0.779541,0.304896,0.06879453,unstable
7.689559,9.215688,4.189662,6.372446,3.74397,-1.478583,-0.560164,-1.705223,0.671737,0.459643,0.106368,0.80736,0.05556486,unstable
7.550422,4.560686,3.90598,4.824151,3.555153,-1.080134,-1.136166,-1.338853,0.429723,0.353745,0.398784,0.213334,-0.002522234,stable
2.03961,9.330544,2.516143,1.754637,3.620146,-1.272839,-1.246593,-1.100713,0.202698,0.622292,0.525989,0.965405,-0.01566521,stable
1.615867,9.89398,6.765169,9.903881,3.136835,-0.961858,-1.634924,-0.540053,0.083105,0.650351,0.322757,0.918067,0.0511911,unstable
4.682806,8.994294,4.716318,8.037218,4.246033,-1.428504,-1.079232,-1.738297,0.804285,0.715903,0.667648,0.768807,0.07958543,unstable
8.699056,8.937671,9.165275,1.456039,2.2839,-0.60119,-0.874365,-0.808345,0.863104,0.748401,0.916095,0.767394,0.06325951,unstable
9.265063,0.89477,7.875837,1.239468,4.112892,-1.297477,-1.253856,-1.56156,0.966312,0.676272,0.963028,0.770446,0.01544964,unstable
5.724319,4.778728,1.130358,2.369751,4.143498,-1.785469,-1.145878,-1.212152,0.554519,0.665349,0.511608,0.17189,-0.007225676,stable
5.193813,4.151669,9.565736,3.203186,3.771719,-1.404009,-1.293493,-1.074218,0.114695,0.614689,0.797074,0.87837,0.02419128,unstable
3.417033,7.997648,5.014375,5.040447,3.828169,-1.188276,-1.097663,-1.542229,0.562073,0.4112,0.656219,0.721707,0.05470746,unstable
7.122154,7.329859,6.102315,9.727012,3.215051,-0.964248,-1.271353,-0.97945,0.448598,0.352647,0.558832,0.382138,0.04173418,unstable
3.813269,6.516846,3.846419,3.714633,4.005215,-1.281694,-1.814012,-0.909509,0.343858,0.453458,0.566344,0.521669,0.02298738,unstable
8.530442,4.957237,5.077676,4.291361,2.632531,-1.016174,-1.113996,-0.50236,0.743968,0.780281,0.39095,0.279703,0.05043346,unstable
2.026352,9.631629,6.03511,5.738942,3.883341,-1.527613,-1.03342,-1.322307,0.17014,0.717803,0.946529,0.396173,0.05019116,unstable
7.508768,4.733572,7.187613,8.315267,4.2979,-0.561722,-1.913186,-1.822992,0.661316,0.982624,0.982019,0.973278,0.1072723,unstable
8.301049,0.589079,4.19788,1.074317,3.308541,-1.37865,-0.889305,-1.040585,0.6925,0.579518,0.306713,0.964457,-0.04968742,stable
